team,pitchers_used,pitcher_age,era,innings_pitched,p_hits,p_runs,earned_runs,homeruns_allowed,walks_allowed,p_strikeouts,saves,hbp,era_plus,whip,hits_per_nine,hr_per_nine,walks_per_nine,so_per_nine,so_walk,p_left_on_base,year
SEA,23,28.1,4.73,1434.1,1578,813,754,147,546,1020,43,62,92,1.481,9.9,0.9,3.4,6.4,1.87,1197,2007.0
SFG,22,27.3,4.19,1453.2,1442,720,677,133,593,1057,37,47,107,1.400,8.9,0.8,3.7,6.5,1.78,1218,2007.0
STL,25,29.6,4.65,1435.2,1514,829,741,168,509,945,34,73,95,1.409,9.5,1.1,3.2,5.9,1.86,1147,2007.0
TBD,24,27.0,5.53,1429.2,1649,944,879,199,568,1194,28,63,82,1.551,10.4,1.3,3.6,7.5,2.10,1170,2007.0
TEX,25,27.7,4.75,1430.0,1525,844,755,155,668,976,42,70,96,1.534,9.6,1.0,4.2,6.1,1.46,1255,2007.0
TOR,23,27.3,4.00,1448.2,1383,699,644,157,479,1067,44,55,112,1.285,8.6,1.0,3.0,6.6,2.23,1063,2007.0
WSN,26,27.5,4.58,1446.2,1502,783,736,187,580,931,46,42,93,1.439,9.3,1.2,3.6,5.8,1.61,1210,2007.0
ARI,20,29.4,3.98,1434.2,1403,706,635,147,451,1229,39,68,116,1.292,8.8,0.9,2.8,7.7,2.73,1109,2008.0
ATL,28,28.6,4.46,1440.2,1439,778,714,156,586,1076,26,42,94,1.406,9.0,1.0,3.7,6.7,1.84,1144,2008.0
BAL,26,27.9,5.13,1422.0,1538,869,810,184,687,922,35,80,87,1.565,9.7,1.2,4.3,5.8,1.34,1279,2008.0
BOS,23,29.2,4.01,1446.1,1369,694,645,147,548,1185,47,68,116,1.325,8.5,0.9,3.4,7.4,2.16,1147,2008.0
CHC,23,28.9,3.87,1450.2,1329,671,624,160,548,1264,44,65,118,1.294,8.2,1.0,3.4,7.8,2.31,1171,2008.0
CHW,19,28.3,4.06,1457.2,1471,729,658,156,460,1147,34,48,112,1.325,9.1,1.0,2.8,7.1,2.49,1116,2008.0
CIN,24,28.7,4.55,1442.1,1542,800,729,201,557,1227,34,67,97,1.455,9.6,1.3,3.5,7.7,2.20,1225,2008.0
CLE,28,28.6,4.45,1437.0,1530,761,711,170,444,986,31,51,95,1.374,9.6,1.1,2.8,6.2,2.22,1092,2008.0
COL,26,28.5,4.77,1446.0,1547,822,766,148,562,1041,36,53,99,1.459,9.6,0.9,3.5,6.5,1.85,1178,2008.0
DET,25,29.9,4.90,1445.0,1541,857,786,172,644,991,34,68,91,1.512,9.6,1.1,4.0,6.2,1.54,1219,2008.0
FLA,22,26.6,4.43,1435.1,1421,767,707,161,586,1127,36,58,98,1.398,8.9,1.0,3.7,7.1,1.92,1198,2008.0
HOU,20,30.9,4.36,1425.1,1453,743,691,197,492,1095,48,50,96,1.365,9.2,1.2,3.1,6.9,2.23,1106,2008.0
KCR,25,27.6,4.48,1445.2,1473,781,720,159,515,1085,44,41,96,1.375,9.2,1.0,3.2,6.8,2.11,1096,2008.0
LAA,19,27.6,3.99,1451.1,1455,697,644,160,457,1106,66,63,112,1.317,9.0,1.0,2.8,6.9,2.42,1110,2008.0
LAD,22,29.5,3.68,1447.1,1381,648,591,123,480,1205,35,48,114,1.286,8.6,0.8,3.0,7.5,2.51,1137,2008.0
MIL,20,29.9,3.85,1455.2,1415,689,623,175,528,1110,45,42,109,1.335,8.7,1.1,3.3,6.9,2.10,1153,2008.0
MIN,19,27.5,4.16,1459.0,1568,745,675,183,406,995,42,31,101,1.353,9.7,1.1,2.5,6.1,2.45,1099,2008.0
NYM,24,29.0,4.07,1464.1,1415,715,662,163,590,1181,43,70,104,1.369,8.7,1.0,3.6,7.3,2.00,1230,2008.0
NYY,27,30.6,4.28,1441.2,1478,727,685,143,489,1141,42,51,103,1.364,9.2,0.9,3.1,7.1,2.33,1123,2008.0
OAK,24,26.5,4.01,1435.0,1364,690,640,135,576,1061,33,54,103,1.352,8.6,0.8,3.6,6.7,1.84,1117,2008.0
PHI,18,30.6,3.88,1449.2,1444,680,625,160,533,1081,47,57,112,1.364,9.0,1.0,3.3,6.7,2.03,1200,2008.0
PIT,26,26.5,5.08,1455.0,1631,884,822,176,657,963,34,49,82,1.573,10.1,1.1,4.1,6.0,1.47,1279,2008.0
SDP,32,30.2,4.41,1458.1,1466,764,714,165,561,1100,30,38,87,1.390,9.0,1.0,3.5,6.8,1.96,1147,2008.0
SEA,22,28.5,4.73,1435.1,1544,811,754,161,626,1016,36,53,90,1.512,9.7,1.0,3.9,6.4,1.62,1251,2008.0
SFG,20,27.1,4.38,1442.0,1416,759,701,147,652,1240,41,70,101,1.434,8.8,0.9,4.1,7.7,1.90,1256,2008.0
STL,24,30.2,4.19,1454.0,1517,725,677,163,496,957,42,51,101,1.384,9.4,1.0,3.1,5.9,1.93,1177,2008.0
TBR,21,27.5,3.82,1457.2,1349,671,618,166,526,1143,52,46,116,1.286,8.3,1.0,3.2,7.1,2.17,1101,2008.0
TEX,30,28.1,5.37,1442.0,1647,967,860,176,625,963,36,72,83,1.576,10.3,1.1,3.9,6.0,1.54,1213,2008.0
TOR,19,28.6,3.49,1446.2,1330,610,561,134,467,1184,44,67,122,1.242,8.3,0.8,2.9,7.4,2.54,1117,2008.0
WSN,25,27.3,4.66,1434.0,1496,825,742,190,588,1063,28,51,93,1.453,9.4,1.2,3.7,6.7,1.81,1183,2008.0
ARI,24,27.7,4.42,1447.2,1470,782,711,168,525,1158,36,53,101,1.378,9.1,1.0,3.3,7.2,2.21,1142,2009.0
ATL,21,28.9,3.57,1462.2,1399,641,581,119,530,1232,38,49,116,1.319,8.6,0.7,3.3,7.6,2.32,1179,2009.0
BAL,27,28.1,5.15,1429.0,1633,876,817,218,546,933,31,51,89,1.525,10.3,1.4,3.4,5.9,1.71,1196,2009.0
BOS,27,29.8,4.35,1436.2,1494,736,695,167,530,1230,41,68,107,1.409,9.4,1.0,3.3,7.7,2.32,1237,2009.0
CHC,24,28.4,3.84,1445.1,1329,672,616,160,586,1272,40,59,116,1.325,8.3,1.0,3.6,7.9,2.17,1169,2009.0
CHW,24,29.5,4.14,1439.2,1438,732,663,169,507,1119,36,41,113,1.351,9.0,1.1,3.2,7.0,2.21,1104,2009.0
CIN,22,29.0,4.18,1458.1,1420,723,677,188,577,1069,41,65,101,1.369,8.8,1.2,3.6,6.6,1.85,1155,2009.0
CLE,29,27.8,5.06,1434.0,1570,865,806,183,598,986,25,45,84,1.512,9.9,1.1,3.8,6.2,1.65,1187,2009.0
COL,25,28.5,4.22,1438.1,1427,715,675,141,528,1154,45,46,112,1.359,8.9,0.9,3.3,7.2,2.19,1141,2009.0
DET,23,26.6,4.29,1447.0,1449,745,690,182,594,1102,42,41,104,1.412,9.0,1.1,3.7,6.9,1.86,1154,2009.0
FLA,27,26.3,4.29,1446.1,1425,766,690,160,601,1248,45,45,100,1.401,8.9,1.0,3.7,7.8,2.08,1194,2009.0
HOU,22,31.2,4.54,1430.0,1521,770,722,176,546,1144,39,50,91,1.445,9.6,1.1,3.4,7.2,2.10,1177,2009.0
KCR,23,28.7,4.83,1426.0,1486,842,765,166,600,1153,34,51,92,1.463,9.4,1.0,3.8,7.3,1.92,1145,2009.0
LAA,25,28.6,4.45,1445.0,1513,761,715,180,523,1062,51,58,99,1.409,9.4,1.1,3.3,6.6,2.03,1156,2009.0
LAD,25,27.8,3.41,1473.1,1265,611,558,127,584,1272,44,57,118,1.255,7.7,0.8,3.6,7.8,2.18,1151,2009.0
MIL,23,30.0,4.83,1435.0,1498,818,770,207,607,1104,44,65,85,1.467,9.4,1.3,3.8,6.9,1.82,1229,2009.0
MIN,24,27.9,4.50,1453.0,1542,765,726,185,466,1052,48,58,98,1.382,9.6,1.1,2.9,6.5,2.26,1150,2009.0
NYM,24,29.2,4.45,1426.0,1452,757,705,158,616,1031,39,55,92,1.450,9.2,1.0,3.9,6.5,1.67,1249,2009.0
NYY,24,29.3,4.26,1450.0,1386,753,687,181,574,1260,51,71,108,1.352,8.6,1.1,3.6,7.8,2.20,1144,2009.0
OAK,26,25.7,4.26,1447.1,1486,761,685,156,523,1124,38,36,103,1.388,9.2,1.0,3.3,7.0,2.15,1140,2009.0
PHI,22,31.2,4.16,1455.2,1479,709,673,189,489,1153,44,75,101,1.352,9.1,1.2,3.0,7.1,2.36,1187,2009.0
PIT,26,26.3,4.59,1418.1,1491,768,723,152,563,919,28,47,91,1.448,9.5,1.0,3.6,5.8,1.63,1121,2009.0
SDP,33,26.8,4.37,1450.2,1422,769,704,167,603,1187,45,45,87,1.396,8.8,1.0,3.7,7.4,1.97,1152,2009.0
SEA,20,27.4,3.87,1452.2,1359,692,625,172,534,1043,49,43,110,1.303,8.4,1.1,3.3,6.5,1.95,1109,2009.0
SFG,21,28.7,3.55,1446.0,1268,611,571,140,584,1302,41,41,120,1.281,7.9,0.9,3.6,8.1,2.23,1154,2009.0
STL,20,30.1,3.66,1440.2,1407,640,586,123,460,1049,43,53,112,1.296,8.8,0.8,2.9,6.6,2.28,1125,2009.0
TBR,21,28.4,4.33,1427.1,1421,754,686,183,515,1125,41,46,100,1.356,9.0,1.2,3.2,7.1,2.18,1110,2009.0
TEX,23,27.7,4.38,1434.2,1432,740,698,171,531,1016,45,70,106,1.368,9.0,1.1,3.3,6.4,1.91,1128,2009.0
TOR,24,28.4,4.47,1451.0,1509,771,720,181,551,1181,25,58,100,1.420,9.4,1.1,3.4,7.3,2.14,1157,2009.0
WSN,30,27.4,5.00,1424.1,1533,874,791,173,629,911,33,48,85,1.518,9.7,1.1,4.0,5.8,1.45,1200,2009.0
ARI,28,27.9,4.81,1432.0,1503,836,765,210,548,1070,35,58,89,1.432,9.4,1.3,3.4,6.7,1.95,1128,2010.0
ATL,21,30.1,3.56,1439.1,1326,629,569,126,505,1241,41,49,110,1.272,8.3,0.8,3.2,7.8,2.46,1105,2010.0
BAL,23,28.4,4.59,1436.1,1508,785,733,186,520,1007,35,59,91,1.412,9.4,1.2,3.3,6.3,1.94,1168,2010.0
BOS,25,29.6,4.20,1456.2,1402,744,679,152,580,1207,44,53,104,1.361,8.7,0.9,3.6,7.5,2.08,1153,2010.0
CHC,23,28.2,4.18,1436.2,1409,767,668,154,605,1268,40,65,100,1.402,8.8,1.0,3.8,7.9,2.10,1221,2010.0
CHW,20,29.0,4.09,1446.1,1471,704,658,136,490,1149,43,34,105,1.356,9.2,0.8,3.0,7.1,2.34,1137,2010.0
CIN,23,28.2,4.01,1453.0,1404,685,648,158,524,1130,43,50,102,1.327,8.7,1.0,3.2,7.0,2.16,1138,2010.0
CLE,22,26.6,4.30,1433.0,1477,752,684,147,572,967,34,66,92,1.430,9.3,0.9,3.6,6.1,1.69,1173,2010.0
COL,23,28.1,4.14,1442.0,1405,717,663,139,525,1234,35,56,112,1.338,8.8,0.9,3.3,7.7,2.35,1100,2010.0
DET,20,26.5,4.30,1444.1,1445,743,690,142,537,1056,32,65,98,1.372,9.0,0.9,3.3,6.6,1.97,1122,2010.0
FLA,31,27.1,4.08,1438.1,1433,717,652,134,549,1168,39,51,102,1.378,9.0,0.8,3.4,7.3,2.13,1185,2010.0
HOU,25,29.6,4.09,1439.1,1446,729,654,140,548,1210,45,40,97,1.385,9.0,0.9,3.4,7.6,2.21,1174,2010.0
KCR,25,27.5,4.97,1436.2,1553,845,794,176,551,1035,44,47,85,1.465,9.7,1.1,3.5,6.5,1.88,1178,2010.0
LAA,21,28.3,4.04,1449.1,1422,702,651,148,565,1130,39,46,99,1.371,8.8,0.9,3.5,7.0,2.00,1202,2010.0
LAD,24,28.1,4.01,1441.2,1323,692,643,134,539,1274,41,58,97,1.292,8.3,0.8,3.4,8.0,2.36,1124,2010.0
MIL,25,29.2,4.58,1439.0,1487,804,733,173,582,1258,35,48,88,1.438,9.3,1.1,3.6,7.9,2.16,1203,2010.0
MIN,21,28.6,3.95,1452.2,1493,671,638,155,383,1048,40,47,103,1.291,9.2,1.0,2.4,6.5,2.74,1077,2010.0
NYM,20,29.5,3.70,1453.0,1438,652,597,135,545,1106,36,52,105,1.365,8.9,0.8,3.4,6.9,2.03,1234,2010.0
NYY,21,30.3,4.06,1442.1,1349,693,651,179,540,1154,39,62,107,1.310,8.4,1.1,3.4,7.2,2.14,1082,2010.0
OAK,23,26.0,3.56,1431.2,1315,626,566,153,512,1070,38,38,115,1.276,8.3,1.0,3.2,6.7,2.09,1090,2010.0
PHI,21,31.1,3.67,1456.1,1402,640,594,168,416,1183,40,57,111,1.248,8.7,1.0,2.6,7.3,2.84,1086,2010.0
PIT,28,28.6,5.00,1411.2,1567,866,784,167,538,1026,31,66,81,1.491,10.0,1.1,3.4,6.5,1.91,1199,2010.0
SDP,19,27.2,3.39,1456.1,1305,581,549,139,517,1295,49,28,108,1.251,8.1,0.9,3.2,8.0,2.50,1108,2010.0
SEA,22,27.1,3.93,1438.0,1402,698,628,157,452,973,38,40,100,1.289,8.8,1.0,2.8,6.1,2.15,1079,2010.0
SFG,19,27.9,3.36,1461.0,1279,583,546,134,578,1331,57,51,117,1.271,7.9,0.8,3.6,8.2,2.30,1193,2010.0
STL,22,30.2,3.57,1453.2,1412,641,577,133,477,1094,32,48,109,1.299,8.7,0.8,3.0,6.8,2.29,1135,2010.0
TBR,17,28.0,3.78,1453.2,1347,649,611,175,478,1189,51,46,103,1.255,8.3,1.1,3.0,7.4,2.49,1093,2010.0
TEX,22,27.6,3.93,1455.1,1355,687,636,162,551,1181,46,63,114,1.310,8.4,1.0,3.4,7.3,2.14,1160,2010.0
TOR,24,28.0,4.22,1440.2,1407,728,676,150,539,1184,45,60,100,1.351,8.8,0.9,3.4,7.4,2.20,1115,2010.0
WSN,26,28.0,4.13,1435.0,1469,742,658,151,512,1068,37,46,98,1.380,9.2,0.9,3.2,6.7,2.09,1167,2010.0
ARI,25,27.4,3.80,1443.1,1414,662,609,159,442,1058,58,53,104,1.286,8.8,1.0,2.8,6.6,2.39,1110,2011.0
ATL,21,28.4,3.48,1479.2,1332,605,572,125,521,1332,52,53,110,1.252,8.1,0.8,3.2,8.1,2.56,1176,2011.0
BAL,27,28.2,4.89,1446.2,1568,860,786,210,535,1044,32,45,86,1.454,9.8,1.3,3.3,6.5,1.95,1132,2011.0
BOS,27,30.3,4.20,1457.1,1366,737,680,156,540,1213,36,90,103,1.308,8.4,1.0,3.3,7.5,2.25,1133,2011.0
CHC,22,29.4,4.33,1434.1,1439,756,690,162,580,1224,40,53,90,1.408,9.0,1.0,3.6,7.7,2.11,1203,2011.0
CHW,22,28.5,4.10,1460.0,1463,706,665,147,439,1220,42,44,106,1.303,9.0,0.9,2.7,7.5,2.78,1102,2011.0
CIN,21,27.7,4.16,1467.2,1414,720,678,185,539,1112,39,59,95,1.331,8.7,1.1,3.3,6.8,2.06,1136,2011.0
CLE,22,26.7,4.23,1453.1,1482,760,683,153,463,1024,38,60,93,1.338,9.2,0.9,2.9,6.3,2.21,1115,2011.0
COL,29,27.7,4.43,1447.2,1471,774,713,176,522,1118,41,48,103,1.377,9.1,1.1,3.2,7.0,2.14,1098,2011.0
DET,26,27.8,4.04,1440.0,1406,711,647,149,492,1115,52,52,103,1.318,8.8,0.9,3.1,7.0,2.27,1077,2011.0
FLA,22,28.0,3.95,1459.2,1403,702,640,149,500,1218,40,37,99,1.304,8.7,0.9,3.1,7.5,2.44,1119,2011.0
HOU,23,27.2,4.51,1435.0,1477,796,719,188,560,1191,25,53,84,1.420,9.3,1.2,3.5,7.5,2.13,1167,2011.0
KCR,23,26.4,4.44,1451.1,1487,762,716,163,557,1080,37,58,92,1.408,9.2,1.0,3.5,6.7,1.94,1164,2011.0
LAA,21,28.4,3.57,1465.0,1388,633,581,142,476,1058,39,36,106,1.272,8.5,0.9,2.9,6.5,2.22,1096,2011.0
LAD,21,28.6,3.54,1432.0,1287,612,563,132,507,1265,40,43,104,1.253,8.1,0.8,3.2,8.0,2.50,1089,2011.0
MIL,22,29.3,3.63,1441.2,1348,638,582,147,440,1257,47,33,109,1.240,8.4,0.9,2.7,7.8,2.86,1085,2011.0
MIN,24,28.5,4.58,1421.2,1564,804,724,161,480,940,32,54,89,1.438,9.9,1.0,3.0,6.0,1.96,1141,2011.0
NYM,23,30.0,4.19,1448.0,1482,742,674,147,514,1126,43,70,88,1.378,9.2,0.9,3.2,7.0,2.19,1230,2011.0
NYY,28,31.0,3.73,1458.1,1423,657,605,152,507,1222,47,58,116,1.323,8.8,0.9,3.1,7.5,2.41,1184,2011.0
OAK,26,27.4,3.71,1447.2,1380,679,597,136,519,1160,39,41,109,1.312,8.6,0.8,3.2,7.2,2.24,1137,2011.0
PHI,23,29.2,3.02,1477.0,1320,529,495,120,404,1299,47,47,127,1.167,8.0,0.7,2.5,7.9,3.22,1109,2011.0
PIT,25,28.1,4.04,1449.1,1513,712,650,152,535,1031,43,62,92,1.413,9.4,0.9,3.3,6.4,1.93,1257,2011.0
SDP,22,28.1,3.42,1449.1,1324,611,551,125,521,1139,44,37,104,1.273,8.2,0.8,3.2,7.1,2.19,1106,2011.0
SEA,21,26.8,3.90,1433.0,1369,675,621,145,436,1088,39,51,97,1.260,8.6,0.9,2.7,6.8,2.50,1040,2011.0
SFG,17,28.5,3.20,1468.0,1260,578,522,96,559,1316,52,50,109,1.239,7.7,0.6,3.4,8.1,2.35,1148,2011.0
STL,24,30.2,3.74,1462.0,1461,692,608,136,448,1098,47,46,99,1.306,9.0,0.8,2.8,6.8,2.45,1133,2011.0
TBR,21,27.8,3.58,1449.0,1263,614,577,161,504,1143,32,46,105,1.219,7.8,1.0,3.1,7.1,2.27,1049,2011.0
TEX,25,28.8,3.79,1441.1,1327,677,607,170,461,1179,38,46,117,1.241,8.3,1.1,2.9,7.4,2.56,1020,2011.0
TOR,30,27.6,4.32,1458.2,1433,761,700,179,540,1169,33,77,99,1.353,8.8,1.1,3.3,7.2,2.16,1149,2011.0
WSN,24,27.6,3.58,1449.1,1403,643,577,129,477,1049,49,52,107,1.297,8.7,0.8,3.0,6.5,2.20,1150,2011.0
ARI,23,27.4,3.93,1433.2,1432,688,626,155,417,1200,39,51,104,1.290,9.0,1.0,2.6,7.5,2.88,1074,2012.0
ATL,21,27.6,3.42,1445.1,1310,600,549,145,464,1232,47,41,117,1.227,8.2,0.9,2.9,7.7,2.66,1055,2012.0
BAL,26,27.6,3.90,1483.0,1433,705,642,184,481,1177,55,53,109,1.291,8.7,1.1,2.9,7.1,2.45,1124,2012.0
BOS,26,28.7,4.70,1443.0,1449,806,754,190,529,1176,35,66,90,1.371,9.0,1.2,3.3,7.3,2.22,1074,2012.0
CHC,30,27.9,4.51,1413.2,1399,759,708,175,573,1128,28,65,91,1.395,8.9,1.1,3.6,7.2,1.97,1140,2012.0
CHW,25,27.5,4.02,1445.2,1365,676,646,186,503,1246,37,68,106,1.292,8.5,1.2,3.1,7.8,2.48,1085,2012.0
CIN,17,27.1,3.34,1453.0,1356,588,540,152,427,1248,56,51,123,1.227,8.4,0.9,2.6,7.7,2.92,1109,2012.0
CLE,24,27.6,4.78,1442.0,1503,845,766,174,543,1086,43,55,82,1.419,9.4,1.1,3.4,6.8,2.00,1112,2012.0
COL,27,28.2,5.22,1422.0,1637,890,824,198,566,1144,36,47,89,1.549,10.4,1.3,3.6,7.2,2.02,1228,2012.0
DET,23,28.2,3.75,1430.2,1409,670,596,151,438,1318,40,42,113,1.291,8.9,0.9,2.8,8.3,3.01,1083,2012.0
HOU,26,27.2,4.56,1423.1,1493,794,721,173,540,1170,31,48,89,1.428,9.4,1.1,3.4,7.4,2.17,1174,2012.0
KCR,25,27.3,4.30,1451.1,1504,746,693,163,542,1177,44,60,98,1.410,9.3,1.0,3.4,7.3,2.17,1151,2012.0
LAA,23,30.1,4.02,1433.1,1339,699,640,186,483,1157,38,40,95,1.271,8.4,1.2,3.0,7.3,2.40,1035,2012.0
LAD,25,29.0,3.34,1449.2,1277,597,538,122,539,1276,40,45,114,1.253,7.9,0.8,3.3,7.9,2.37,1122,2012.0
MIA,21,28.8,4.09,1440.2,1448,724,655,133,495,1113,38,55,100,1.349,9.0,0.8,3.1,7.0,2.25,1140,2012.0
MIL,23,29.0,4.22,1453.2,1458,733,682,169,525,1402,44,31,98,1.364,9.0,1.0,3.3,8.7,2.67,1151,2012.0
MIN,25,27.8,4.77,1438.2,1536,832,762,198,465,943,35,57,86,1.391,9.6,1.2,2.9,5.9,2.03,1066,2012.0
NYM,28,30.3,4.09,1434.0,1368,709,651,161,488,1240,36,40,93,1.294,8.6,1.0,3.1,7.8,2.54,1075,2012.0
NYY,24,30.3,3.84,1445.1,1401,668,617,190,431,1318,51,49,110,1.268,8.7,1.2,2.7,8.2,3.06,1081,2012.0
OAK,25,27.9,3.48,1470.0,1360,614,569,147,462,1136,47,46,112,1.239,8.3,0.9,2.8,7.0,2.46,1107,2012.0
PHI,24,29.1,3.83,1451.1,1387,680,618,178,409,1385,42,44,105,1.237,8.6,1.1,2.5,8.6,3.39,1038,2012.0
PIT,25,30.2,3.86,1433.1,1357,674,615,153,490,1192,45,45,97,1.289,8.5,1.0,3.1,7.5,2.43,1123,2012.0
SDP,30,28.0,4.01,1434.2,1356,710,640,162,539,1205,43,48,90,1.321,8.5,1.0,3.4,7.6,2.24,1137,2012.0
SEA,18,27.9,3.76,1456.2,1359,651,608,166,449,1166,43,49,102,1.241,8.4,1.0,2.8,7.2,2.60,1039,2012.0
SFG,23,30.0,3.68,1451.0,1361,649,593,142,489,1237,53,51,96,1.275,8.4,0.9,3.0,7.7,2.53,1136,2012.0
STL,24,28.6,3.71,1462.2,1420,648,603,134,436,1218,42,50,103,1.269,8.7,0.8,2.7,7.5,2.79,1122,2012.0
TBR,18,28.1,3.19,1459.2,1233,577,518,139,469,1383,50,54,121,1.166,7.6,0.9,2.9,8.5,2.95,1044,2012.0
TEX,21,28.8,3.99,1442.0,1378,707,639,175,446,1286,43,41,109,1.265,8.6,1.1,2.8,8.0,2.88,1034,2012.0
TOR,34,27.8,4.64,1443.2,1439,784,745,204,574,1142,29,55,91,1.394,9.0,1.3,3.6,7.1,1.99,1101,2012.0
WSN,19,27.0,3.33,1468.1,1296,594,543,129,497,1325,51,47,120,1.221,7.9,0.8,3.0,8.1,2.67,1134,2012.0
ARI,23,27.6,3.92,1495.0,1460,695,651,176,485,1218,38,60,99,1.301,8.8,1.1,2.9,7.3,2.51,1158,2013.0
ATL,21,27.2,3.18,1450.1,1326,548,512,127,409,1232,53,51,118,1.196,8.2,0.8,2.5,7.6,3.01,1090,2013.0
BAL,26,27.9,4.20,1453.0,1438,709,678,202,473,1169,57,50,98,1.315,8.9,1.3,2.9,7.2,2.47,1076,2013.0
BOS,26,30.2,3.79,1454.0,1366,656,613,156,524,1294,33,47,109,1.300,8.5,1.0,3.2,8.0,2.47,1125,2013.0
CHC,31,28.7,4.00,1448.0,1332,689,643,160,540,1184,39,62,97,1.293,8.3,1.0,3.4,7.4,2.19,1116,2013.0
CHW,24,27.1,3.98,1455.0,1424,723,643,182,509,1249,40,60,106,1.329,8.8,1.1,3.1,7.7,2.45,1126,2013.0
CIN,20,27.7,3.38,1473.2,1294,589,554,170,435,1296,43,66,112,1.173,7.9,1.0,2.7,7.9,2.98,1067,2013.0
CLE,28,27.5,3.82,1441.1,1359,662,611,147,554,1379,38,58,100,1.327,8.5,0.9,3.5,8.6,2.49,1168,2013.0
COL,23,28.3,4.44,1436.0,1545,760,708,136,517,1064,35,40,101,1.436,9.7,0.9,3.2,6.7,2.06,1180,2013.0
DET,20,28.4,3.61,1462.2,1369,624,587,128,462,1428,39,42,116,1.252,8.4,0.8,2.8,8.8,3.09,1107,2013.0
HOU,26,27.2,4.79,1440.0,1530,848,766,191,616,1084,32,56,85,1.490,9.6,1.2,3.9,6.8,1.76,1202,2013.0
KCR,21,28.9,3.45,1448.1,1366,601,555,155,469,1208,52,41,120,1.267,8.5,1.0,2.9,7.5,2.58,1103,2013.0
LAA,26,29.1,4.23,1457.2,1475,737,685,167,533,1200,41,45,89,1.378,9.1,1.0,3.3,7.4,2.25,1188,2013.0
LAD,27,28.1,3.25,1450.1,1321,582,524,127,460,1292,46,43,110,1.228,8.2,0.8,2.9,8.0,2.81,1099,2013.0
MIA,26,26.0,3.71,1460.0,1376,646,602,121,526,1177,36,47,104,1.303,8.5,0.7,3.2,7.3,2.24,1140,2013.0
MIL,21,28.8,3.84,1442.2,1401,687,615,175,466,1125,40,43,101,1.294,8.7,1.1,2.9,7.0,2.41,1085,2013.0
MIN,23,28.3,4.55,1450.1,1591,788,733,168,458,985,40,44,90,1.413,9.9,1.0,2.8,6.1,2.15,1118,2013.0
NYM,29,29.1,3.77,1476.2,1442,684,618,152,458,1209,40,54,95,1.287,8.8,0.9,2.8,7.4,2.64,1135,2013.0
NYY,24,31.8,3.94,1447.1,1452,671,633,171,437,1233,49,51,102,1.305,9.0,1.1,2.7,7.7,2.82,1115,2013.0
OAK,19,28.3,3.56,1452.0,1339,625,574,163,428,1183,46,35,109,1.217,8.3,1.0,2.7,7.3,2.76,1088,2013.0
PHI,27,28.7,4.32,1436.1,1465,749,689,152,506,1199,32,62,87,1.372,9.2,1.0,3.2,7.5,2.37,1155,2013.0
PIT,29,28.7,3.26,1470.2,1299,577,533,101,515,1261,55,70,109,1.233,7.9,0.6,3.2,7.7,2.45,1158,2013.0
SDP,23,28.8,3.98,1455.0,1407,700,643,156,525,1171,40,40,86,1.328,8.7,1.0,3.2,7.2,2.23,1114,2013.0
SEA,22,28.0,4.31,1465.0,1467,754,702,174,478,1297,43,42,86,1.328,9.0,1.1,2.9,8.0,2.71,1108,2013.0
SFG,21,29.6,4.00,1447.1,1380,691,643,145,521,1256,41,50,87,1.313,8.6,0.9,3.2,7.8,2.41,1130,2013.0
STL,25,26.9,3.42,1459.2,1366,596,555,112,451,1254,44,64,110,1.245,8.4,0.7,2.8,7.7,2.78,1129,2013.0
TBR,21,29.0,3.74,1464.0,1315,646,608,153,482,1310,42,52,103,1.227,8.1,0.9,3.0,8.1,2.72,1045,2013.0
TEX,25,27.9,3.62,1463.1,1370,636,589,157,498,1309,46,48,114,1.277,8.4,1.0,3.1,8.1,2.63,1120,2013.0
TOR,31,30.9,4.25,1452.0,1451,756,685,195,500,1208,39,65,97,1.344,9.0,1.2,3.1,7.5,2.42,1138,2013.0
WSN,21,27.7,3.59,1445.2,1367,626,576,142,405,1236,47,48,106,1.226,8.5,0.9,2.5,7.7,3.05,1075,2013.0
ARI,25,28.0,4.26,1444.1,1467,742,683,154,469,1278,35,51,88,1.340,9.1,1.0,2.9,8.0,2.72,1087,2014.0
ATL,20,27.3,3.38,1455.0,1369,597,547,121,472,1301,54,37,106,1.265,8.5,0.7,2.9,8.0,2.76,1125,2014.0
BAL,20,27.7,3.43,1461.1,1342,593,557,151,472,1174,53,59,115,1.241,8.3,0.9,2.9,7.2,2.49,1127,2014.0
BOS,25,29.9,4.01,1465.2,1458,715,653,154,482,1213,36,47,100,1.324,9.0,0.9,3.0,7.4,2.52,1119,2014.0
CHC,27,28.0,3.91,1463.1,1398,707,636,115,504,1311,37,55,97,1.300,8.6,0.7,3.1,8.1,2.60,1111,2014.0
CHW,26,27.4,4.29,1441.0,1468,758,687,140,557,1152,36,69,88,1.405,9.2,0.9,3.5,7.2,2.07,1174,2014.0
CIN,25,28.0,3.59,1446.0,1282,612,576,163,507,1290,44,69,103,1.237,8.0,1.0,3.2,8.0,2.54,1117,2014.0
CLE,23,27.2,3.56,1468.1,1398,653,581,135,464,1450,40,58,110,1.268,8.6,0.8,2.8,8.9,3.13,1135,2014.0
